sentence,ID,clean sentence,parse,start_index,end_index,phrase,total_native,total_non_native,native_complex,non_native_complex,complex_binary,complex_probabilistic,split,count,original phrase,syllables,length
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,70,75,group,10,10,0,0,0,0.0,['group'],1,group,1,5
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,103,111,jurassic,10,10,1,0,1,0.05,['Jurassic'],1,Jurassic,3,8
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,137,147,restricted,10,10,3,3,1,0.3,['restricted'],1,restricted,3,10
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,112,118,period,10,10,0,0,0,0.0,['period'],1,period,3,6
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,129,136,largely,10,10,0,0,0,0.0,['largely'],1,largely,2,7
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,155,163,southern,10,10,0,0,0,0.0,['Southern'],1,Southern,2,8
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,164,174,hemisphere,10,10,1,0,1,0.05,['Hemisphere'],1,Hemisphere,3,10
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,198,204,extant,10,10,5,5,1,0.5,['extant'],1,extant,2,6
"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"The genus is part of the ancient Araucariaceae family of conifers , a group once widespread during the Jurassic period , but now largely restricted to the Southern Hemisphere except for a number of extant Malesian Agathis .",,205,213,malesian,10,10,0,1,1,0.05,['Malesian'],1,Malesian,3,8
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,7,12,kauri,10,10,2,1,1,0.15,['kauri'],1,kauri,2,5
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,0,6,mature,10,10,1,0,1,0.05,['Mature'],1,Mature,2,6
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,24,42,characteristically,10,10,1,3,1,0.2,['characteristically'],1,characteristically,6,18
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,13,18,trees,10,10,0,0,0,0.0,['trees'],1,trees,1,5
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,49,55,trunks,10,10,0,2,1,0.1,['trunks'],1,trunks,1,6
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,43,48,large,10,10,0,0,0,0.0,['large'],1,large,1,5
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,68,72,bole,10,10,7,5,1,0.6,['bole'],1,bole,1,4
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,58,65,forming,10,10,0,0,0,0.0,['forming'],1,forming,2,7
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,91,100,branching,10,10,0,4,1,0.2,['branching'],1,branching,2,9
"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"Mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .",,111,116,crown,10,10,0,2,1,0.1,['crown'],1,crown,1,5
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,14,19,young,10,10,0,0,0,0.0,['young'],1,young,1,5
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,20,25,trees,10,10,0,0,0,0.0,['trees'],1,trees,1,5
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,58,65,forming,10,10,0,0,0,0.0,['forming'],1,forming,2,7
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,103,108,crown,10,10,1,2,1,0.15,['crown'],1,crown,1,5
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,3,11,contrast,10,10,0,1,1,0.05,['contrast'],1,contrast,2,8
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,39,46,conical,10,10,5,1,1,0.3,['conical'],1,conical,3,7
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,84,95,irregularly,10,10,0,2,1,0.1,['irregularly'],1,irregularly,5,11
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,50,55,shape,10,10,0,0,0,0.0,['shape'],1,shape,1,5
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,73,80,rounded,10,10,0,0,0,0.0,['rounded'],1,rounded,2,7
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,96,102,shaped,10,10,0,0,0,0.0,['shaped'],1,shaped,1,6
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,117,124,achieve,10,10,0,1,1,0.05,['achieve'],1,achieve,2,7
"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N,"In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .",,125,133,maturity,10,10,0,3,1,0.15,['maturity'],1,maturity,4,8
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,0,5,tommy,10,10,0,0,0,0.0,['Tommy'],1,Tommy,2,5
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,6,12,ramone,10,10,0,0,0,0.0,['Ramone'],1,Ramone,2,6
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,29,35,thomas,10,10,0,0,0,0.0,['Thomas'],1,Thomas,2,6
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,36,43,erdelyi,10,10,0,0,0,0.0,['Erdelyi'],1,Erdelyi,0,7
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,46,50,born,10,10,0,0,0,0.0,['born'],1,born,1,4
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,51,58,erdélyi,10,10,0,0,0,0.0,['Erdélyi'],1,Erdélyi,0,7
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,94,103,hungarian,10,10,1,0,1,0.05,['Hungarian'],1,Hungarian,4,9
"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",391FPZIE4CNTK0YKVXYE412QPXXHU8,"Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .",,59,64,tamás,10,10,0,0,0,0.0,['Tamás'],1,Tamás,1,5
